SMILES,LogD {measured},UNIT {LogD},pH,UNIT {pH},Temperature,UNIT {Temperature},logPow Method,logPow Buffer,Ionic strength,UNIT {Ionic strength},Species,Test duration,Material Nanoparticles of Elements,APS,UNIT {APS},Explosure concentration,UNIT {Explosure concentration},Crystal structure of nanoparticles,Ionisable
OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O,2.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=C(Cl)C=CC=C1,2.77,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CNCCCC12CCC(C3=C1C=CC=C3)C1=C2C=CC=C1,2.04,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1,1.11,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,1.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,2.42,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN(CC)CCNC(=O)C1=C(OC)C=C(N)C(Cl)=C1,0.73,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,-0.62,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=NC=C(N1CCO)[N+]([O-])=O,0.12,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(N)COC1=C(C)C=CC=C1C,0.23,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=NC=C2CN=C(C3=C(F)C=CC=C3)C3=C(C=CC(Cl)=C3)N12,3.31,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1CCN2C(C1)C1=C(CC3=C2N=CC=C3)C=CC=C1,2.6,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@@H]2C=C[C@@H]4O)=C35,0.32,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2,-0.77,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5CC=C,1.44,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=CC(F)=CC=C2O1,2.76,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1,4.95,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1CCCC1C1=CC=CN=C1,0.23,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC(=O)C1=C(C)NC(C)=C(C1C1=C(C=CC=C1)[N+]([O-])=O)C(=O)OC,2.84,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN\C(NCCSCC1=CSC(CN(C)C)=N1)=C/[N+]([O-])=O,0.06,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CNCCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2,1.9,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC2=C(NC(=N2)S(=O)CC2=C(C)C(OC)=C(C)C=N2)C=C1,2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,2.94,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=C2OC3C(=O)CCC4(O)C5CC(C=C1)=C2C34CCN5C,0.37,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C3=CC=CC=C3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C1=CC=CC=C1)C1=CC=CC=C1,4.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1,2.12,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,0.24,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OCCN1CCN(CCCN2C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1,3.94,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,-0.2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,1.6,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,1.22,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN(CC)CCNC(=O)C1=CC=C(N)C=C1,-0.57,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN(C)CCCN1C2=C(SC3=C1C=CC=C3)C=CC=C2,2.7,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(CN1C2=C(SC3=C1C=CC=C3)C=CC=C2)N(C)C,3.33,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCNCC(O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1,1.49,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)C1=CC=CC(C(C)C)=C1O,4.19,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,0.93,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC2=C1C=C(OC)C=C2,1.1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC2=C(C=CN=C2C=C1)[C@H](O)[C@H]1C[C@@H]2CCN1C[C@@H]2C=C,1.51,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C/[N+]([O-])=O,-0.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(Br)=C1OC,0.71,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,1.59,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,0.37,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,-1.45,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1,3.34,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1,-0.4,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=C2CCCCC2=NC2=C1C=CC=C2,0.17,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(=O)CCCC#C,5.63,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,-1.49,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,3.17,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1C2=C(NC=N2)C(=O)N(C)C1=O,0.49,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)(C)NC[C@H](O)COC1=NSN=C1N1CCOCC1,-0.39,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=C(OCC(O)CNCCOC2=CC=C(C=C2)C(N)=O)C=CC=C1,1.81,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)N(CC[C@@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C,1.04,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1,2.97,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=NN=C2CN=C(C3=C(Cl)C=CC=C3)C3=C(C=CC(Cl)=C3)N12,2.53,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC(CC2=C(N)N=C(N)N=C2)=CC(OC)=C1OC,0.61,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(CN(C)C)CN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,3.1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,0.87,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,2.24,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,2.15,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,0.12,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)NCC(O)COC1=CC=CC=C1CC=C,1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,-2.14,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(CSC3=NC(=O)C(=O)NN3C)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1,-1.23,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,1.89,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C1OC2=C(C=CC=C2)C=C1,1.39,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1.74,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(C=C1)C1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)C1OC(C)=O,2.22,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
[H]N([H])C(=N\N=C(/[H])C1=C(Cl)C([H])=C([H])C([H])=C1Cl)N([H])[H],1.67,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,1.53,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN(C)CCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,2.52,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,0.07,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)C1=C\C(C=CC1=O)=N/NC1=CC(C(O)=O)=C(O)C=C1,-4.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,1.54,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)C1=C\C(C=CC1=O)=N\NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,-0.13,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,-1.15,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,-1.4,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,3.31,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,1.91,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(=O)OC1=C(C=CC=C1)C(O)=O,-2,Log unit,6.8,Log unit,37,?C,pH-metric titration,,,-,,,,,-,,-,,
NC1=NC(=O)C2=C(N1)N(COCCO)C=N2,-1.8,Log unit,6.8,Log unit,37,?C,pH-metric titration,,,-,,,,,-,,-,,
OC1=C2C=NNC2=NC=N1,0.1,Log unit,6.8,Log unit,37,?C,pH-metric titration,,,-,,,,,-,,-,,
NC(=N)NC(=O)C1=C(N)N=C(N)C(Cl)=N1,-0.6,Log unit,6.8,Log unit,25,?C,pH-metric titration,,,-,,,,,-,,-,,
CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,-1.3,Log unit,6.8,Log unit,37,?C,pH-metric titration,,,-,,,,,-,,-,,
OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,1.4,Log unit,6.8,Log unit,37,?C,pH-metric titration,,,-,,,,,-,,-,,
NC(N)=NC1=NC(CSCC\C(N)=N/S(N)(=O)=O)=CS1,-1,Log unit,6.8,Log unit,37,?C,pH-metric titration,,,-,,,,,-,,-,,
CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,1.9,Log unit,6.8,Log unit,37,?C,pH-metric titration,,,-,,,,,-,,-,,
NS(=O)(=O)C1=CC(C(O)=O)=C(NCC2=CC=CO2)C=C1Cl,-1,Log unit,6.8,Log unit,37,?C,pH-metric titration,,,-,,,,,-,,-,,
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,1.6,Log unit,6.8,Log unit,25,?C,pH-metric titration,,,-,,,,,-,,-,,
ClC1=CC=C(COC(CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C(Cl)=C1,4.5,Log unit,6.8,Log unit,37,?C,pH-metric titration,,,-,,,,,-,,-,,
COC1=C(N=C2NCCN2)C(Cl)=NC(C)=N1,0.4,Log unit,6.8,Log unit,25,?C,pH-metric titration,,,-,,,,,-,,-,,
CN\C(NCCSCC1=CSC(CN(C)C)=N1)=C/[N+]([O-])=O,-0.3,Log unit,6.8,Log unit,37,?C,pH-metric titration,,,-,,,,,-,,-,,
CN1CCN(CC1)C1=C2C=C(C)SC2=NC2=CC=CC=C2N1,2,Log unit,6.8,Log unit,37,?C,pH-metric titration,,,-,,,,,-,,-,,
NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,-2,Log unit,6.8,Log unit,37,?C,pH-metric titration,,,-,,,,,-,,-,,
CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,1.2,Log unit,6.8,Log unit,37,?C,pH-metric titration,,,-,,,,,-,,-,,
CO[C@H]1\C=C/O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC(C)C)CC3)N=C21,4.3,Log unit,6.8,Log unit,37,?C,pH-metric titration,,,-,,,,,-,,-,,
CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=C1C=CC=C2,5.5,Log unit,6.8,Log unit,37,?C,pH-metric titration,,,-,,,,,-,,-,,
CC1=CC=CC(C)=C1NC(=O)C1=CC(=C(Cl)C=C1O)S(N)(=O)=O,0.5,Log unit,6.8,Log unit,37,?C,pH-metric titration,,,-,,,,,-,,-,,
CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,-0.7,Log unit,6.8,Log unit,37,?C,pH-metric titration,0.15 M KCl,,-,,,,,-,,-,,
CN1CCN(CC1)C(=O)OC1N(C(=O)C2=C1N=CC=N2)C1=NC=C(Cl)C=C1,1.3,Log unit,6.8,Log unit,37,?C,pH-metric titration,0.15 M KCl,,-,,,,,-,,-,,
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=C(O)C=C3)C(=O)N2[C@H]1C(O)=O,-1.7,Log unit,6.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CN1N(C(=O)C=C1C)C1=CC=CC=C1,0.6,Log unit,6.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
NC(=O)N1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,2.45,Log unit,6.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,1.1,Log unit,6.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CC(NC(CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCCC1C(O)=O,-1,Log unit,6.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CC(C)N1C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C2=CC=CC=C12)C1=CC=C(F)C=C1,2,Log unit,6.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
NS(=O)(=O)C1=CC(C(O)=O)=C(NCC2=CC=CO2)C=C1Cl,-0.5,Log unit,6.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Cl,-0.2,Log unit,6.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,0.8,Log unit,6.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CC(C)CC(N)C(O)=O,-1.6,Log unit,6.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,-0.5,Log unit,6.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,1.1,Log unit,6.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,0.9,Log unit,6.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,-1.3,Log unit,6.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,1.9,Log unit,6.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=C(O)C=C3)C(=O)N2[C@H]1C(O)=O,-1.7,Log unit,5.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CN1N(C(=O)C=C1C)C1=CC=CC=C1,0.61,Log unit,5.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,<-2.01,Log unit,5.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
NC(=O)N1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,2.451,Log unit,5.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CN1CC(=O)N=C1N,<-2.01,Log unit,5.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,1.11,Log unit,5.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CC(NC(CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCCC1C(O)=O,-1,Log unit,5.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CC(C)N1C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C2=CC=CC=C12)C1=CC=C(F)C=C1,3,Log unit,5.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
NS(=O)(=O)C1=CC(C(O)=O)=C(NCC2=CC=CO2)C=C1Cl,0.4,Log unit,5.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Cl,-0.21,Log unit,5.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,1.8,Log unit,5.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CC(C)CC(N)C(O)=O,-1.61,Log unit,5.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,<-2.0,Log unit,5.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,-0.6,Log unit,5.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,2.1,Log unit,5.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,0.7,Log unit,5.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,-1.31,Log unit,5.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,1.2,Log unit,5.5,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CC(N)(CC1=CC(O)=C(O)C=C1)C(O)=O,<-2.001,Log unit,7.4,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=C(O)C=C3)C(=O)N2[C@H]1C(O)=O,-1.6,Log unit,7.4,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CN1N(C(=O)C=C1C)C1=CC=CC=C1,0.601,Log unit,7.4,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,-2.001,Log unit,7.4,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
NC(=O)N1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,2.452,Log unit,7.4,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CN1CC(=O)N=C1N,<-2.001,Log unit,7.4,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,1.5,Log unit,7.4,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CC(NC(CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCCC1C(O)=O,-1.001,Log unit,7.4,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CC(C)N1C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C2=CC=CC=C12)C1=CC=C(F)C=C1,1.4,Log unit,7.4,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
NS(=O)(=O)C1=CC(C(O)=O)=C(NCC2=CC=CO2)C=C1Cl,-0.9,Log unit,7.4,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Cl,-0.201,Log unit,7.4,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,0.1,Log unit,7.4,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CC(C)CC(N)C(O)=O,-1.601,Log unit,7.4,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,<-2.001,Log unit,7.4,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,0,Log unit,7.4,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,0.3,Log unit,7.4,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,1.4,Log unit,7.4,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,-1.1,Log unit,7.4,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,2.7,Log unit,7.4,Log unit,25,?C,pH-metric titration,0.15 M NaCl,,-,,,,,-,,-,,
