smiles,logP
N=c1[nH]cnc2c1ncn2C1OC2CO[PH](=O)(=O)OC1C2O,-2.96
CC(O)(C(=O)O)c1ccccc1,0.8
S=C=Nc1ccc(I)cc1,4.22
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,3.44
[O-][n+]1ccc(Cl)c2ccc(Cl)cc21,1.85
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,1.83
O=C(NC(=O)c1ccccc1)Nc1ccccc1,3.39
CC1CCCCC1NC(=O)Nc1ccccc1,3.09
BrCCCc1ccccc1,3.72
CC(C)OC(=O)c1cc(O)c(O)c(O)c1,1.54
COC(=O)CCCc1ccccc1,2.77
COc1cccc(C(=O)O)c1O,1.94
C=CC(=O)NCCN(C)C,-0.25
CC(C)=O,-0.24
CNS(=O)(=O)c1ccc(N)cc1,-0.01
O=[N+]([O-])c1ccc2cccnc2c1,1.82
O=C1C=NC(c2ccccn2)c2cc(Br)ccc2N1,2.05
CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3[nH]c-2cc1=Nc1ccc(Cl)cc1,4.3
c1ccncc1,0.65
Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,2.9
FC(F)(F)C(Cl)Br,2.3
COc1ccc(CC(C)N)cc1OC,1.2
CCS(=O)(=O)CC,-0.59
Cc1cccc2c1ccc1ccccc12,5.08
COC(OC)OC,0.25
COC(=O)CCCCC(C)=O,0.55
CC(C)CC#N,1.07
CC(=O)OC1CC2(O)C3CCC4CC(O)CCC4(C)C3CCC2(C)C1c1coc(O)c1,1.93
CC(=O)SC1C=C2CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,2.78
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4.2
NCCNC(=O)c1ccccc1,0.06
O=C(O)c1c2ccccc2cc2ccccc12,3.85
[O-][n+]1ccc2ccccc2c1,0.25
COc1ccccc1Cl,2.68
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,4.4
CCCOP(OCCC)OCCC,2.26
O=c1ssc2ccccc12,2.73
OCc1ccccc1F,1.31
OCCF,-0.67
CCCCCCCCCCCCCCCCCCCCCC(=O)OC,10.2
CP(C)c1ccccc1,2.57
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,4.4
O=[N+]([O-])c1ccc(C(F)(F)F)cc1,2.55
O=c1c2ccccc2nc2n1CCC2,1.07
c1ccc2c(c1)[nH]c1ccncc12,3.17
NC(=O)c1ccc(C(F)(F)F)cc1,1.71
CCN=c1[nH]c(SC)nc(=NC(C)C)[nH]1,2.98
CCN=c1[nH]c(OC)nc(=NC(C)C)[nH]1,2.69
CCN=c1[nH]c(Cl)nc(=NC(C)C)[nH]1,2.61
CCN(CC)c1nc(=NC(C)C)nc(Cl)[nH]1,3.94
COc1nc(=NC(C)C)[nH]c(=NC(C)C)[nH]1,2.99
CCN=c1nc(SC)[nH]c(=NCC)[nH]1,2.8
CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,-0.77
Cc1ccc2cccc([N+](=O)[O-])c2n1,1.99
NCCN,-2.04
Cc1ccc2c([N+](=O)[O-])cccc2n1,1.99
NCCc1c[nH]c2ccccc12,1.55
COc1ncccn1,0.23
CCCCCC(O)/C=C/C1C(O)CC(=O)C1CCCCCCC(=O)O,3.2
CCCCCC(O)/C=C/C1C(O)CC(=O)C1C/C=C/CCCC(=O)O,2.82
CCCNC,0.84
CCCCCCOC(N)=O,1.85
O=C(O)COc1ccc([N+](=O)[O-])cc1,1.48
CNCC(O)c1ccc(O)cc1,-0.45
COc1cc(CC(C)N)cc(OC)c1OC,1.21
CNC(=O)Oc1cccc2c1OC(C)(C)C2,2.32
Cc1c(F)c(F)c(C(=O)O)c(F)c1F,3.15
NCCCN1c2ccccc2Sc2ccc(Cl)cc21,4.47
CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,5.23
NCCc1ccc(O)c(O)c1,-0.98
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)NC1=O,2.24
CCN(CC)CCCN1c2ccccc2Sc2ccc(Cl)cc21,6.46
CCN(CC)CCOC(=O)c1ccc(N)cc1,1.92
NC(=O)N1c2ccccc2C=Cc2ccccc21,2.45
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,5.19
O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,3.91
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,3.5
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,4.69
CC(=O)Nc1c(F)c(F)c(F)c(F)c1F,1.7
CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,3.17
Nc1cccc2nc3ccccc3cc12,3.26
COc1ccccc1OCC(O)COC(N)=O,0.61
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.36
O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,3.3
NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,2.02
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,3.03
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,6.3
CN(C)CC/C=C1/c2ccccc2CSc2ccccc21,4.49
CCNC1C2CCC(C2)C1c1ccccc1,3.2
Nc1ccc(CCO)cc1,0.1
C=CC(=O)c1ccccc1,1.88
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,5.19
CC(C)(C)c1cccc(C(C)(C)C)n1,4.14
C=Cc1ccc(C(=O)O)cc1,2.18
CCCC[Sn](F)(CCCC)CCCC,3.15
O=C1C=NC(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,2.41
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,5.9
CC(=O)Nc1cccc(C)c1C,1.35
CCN(CC)CCCC(C)N=c1cc[nH]c2cc(Cl)ccc12,4.63
Nc1ccc(C(=O)O)c(F)c1,1.29
CCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,4.81
O=C(O)COc1cc(Cl)cc(Cl)c1,2.84
CC(=O)Nc1cccc(Cl)c1F,1.83
O=C(O)c1c(F)cccc1Cl,2.11
CN(C)C(=O)Nc1ccc(F)cc1,1.13
O=C(O)COc1cccc([N+](=O)[O-])c1,1.37
CCCCN=C=S,2.92
CN(C)c1ccc(N=C=S)cc1,3.96
CNC(=O)N(C)c1ccccc1,1.02
CC1Cc2c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,4.74
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.56
CS(=O)c1ccccc1,0.55
NC(=O)Nc1ccccc1F,0.88
CCOC(=O)CC(=O)CCc1ccccc1,2.52
Nc1cccc2cc3ccccc3nc12,3.26
Cn1ccc2ccccc21,2.72
CCOC(=O)C(F)(F)F,1.18
Ic1nc(I)c(I)[nH]1,2.78
ONc1ccccc1,0.79
Cc1ncc([N+](=O)[O-])n1C,0.31
COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,4.68
OCC1OC(Oc2ccccc2)C(O)C(O)C1O,-0.75
NS(=O)(=O)c1cccc([N+](=O)[O-])c1,0.55
OCc1ccc(O)cc1,0.25
NC(=O)CCc1ccccc1,0.91
CCCCC1(CC)C(=O)NC(=O)NC1=O,1.73
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,5.33
COP(=S)(OC)SCSc1ccc(Cl)cc1,4.82
C=C1C(=O)OC2CC3(C)CCCC(=C)C3CC12,3.42
OCc1c2ccccc2cc2ccccc12,3.04
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01
Oc1cc(Cl)c(Cl)c(Cl)c1,4.01
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,2.19
OCC1CC1c1ccccc1,1.95
CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,3.42
c1ccc(-c2ncc[nH]2)cc1,1.88
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC21CCC(=O)O1,2.68
NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O,0.93
O=c1cc[nH]c2ccccc12,0.58
FC(F)Oc1ccccc1,2.44
OC(c1ccccc1)(C(F)(F)F)C(F)(F)F,3.41
c1cnc2ncncc2n1,-0.58
Oc1ccc2c3c1OC1C(O)C=CC4C(C2)NCCC341,-0.17
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79
Oc1cc2ccccc2[nH]1,1.16
NNC(=O)c1ccnc(F)c1,-0.11
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)NC1=O,2.39
CC(=O)c1ccc(C(C)=O)cc1,1.34
C=O,0.35
CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCC341,1.58
Cn1ccnc1[N+](=O)[O-],-0.17
Cn1c(CO)cnc1[N+](=O)[O-],-0.35
CCCCCCCOC(=O)c1ccc(O)cc1,4.83
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,0.87
Cn1cnc([N+](=O)[O-])c1Br,0.36
NCC(CC(=O)O)c1ccc(Cl)cc1,-0.96
Fc1cccc(F)n1,1.17
CC(C)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)OCc1ccccc1)C(=O)O,2.43
NC(CCCCNC=O)C(=O)O,-2.84
BrC=C(Br)Br,3.2
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,5.1
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,2.62
COC(=O)c1cc(O)c(O)c(O)c1,0.86
COP(=O)(OC)OC(C)=CC(=O)N(C)C,-0.49
CCS(=O)CCSP(=O)(OC)OC,-0.75
NC(=O)c1cccc(O)c1,0.39
CNC(=O)Oc1ccccc1OC(C)C,1.52
CNC(=O)O/N=C\C(C)(C)SC,1.13
c1cnccn1,-0.26
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,2.72
N#Cc1ccc(O)cc1,1.6
Cc1c2ccccc2cc2ccccc12,5.07
O=C1C=C(Cl)C(=O)c2ccccc21,2.29
O=C1C=C(Br)C(=O)c2ccccc21,2.44
Nc1cccc2c(N)cccc12,1.78
C/C(=C\c1ccccc1)C(=O)O,2.6
Oc1ccc(Cc2ccc(O)cc2)cc1,2.91
N=c1cc[nH]cn1,-0.25
Cn1ccc(=O)n(C)c1=O,-0.54
NC(=O)C(Cl)Cl,0.19
C=c1c(O)ccc(O)c1=C,1.23
CCOC(=O)c1cc(O)c(O)c(O)c1,1.3
CC(=O)Nc1ccc(C(F)(F)F)cc1,2.52
N=c1[nH]c(=N)c2ccccc2[nH]1,1.0
CC(=O)OCc1ccc([N+](=O)[O-])cc1,1.73
CCCCCCOCCOCCO,1.7
O=[N+]([O-])c1ccccc1Br,2.52
COC(=O)c1ccccc1OC(C)=O,1.46
CC(=O)Oc1ccccc1Br,2.2
CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,1.98
Cc1ccc(Cl)cc1,3.33
Nc1ccc(Cl)cc1C(=O)O,1.57
CC(C)(C)C1CCC(O)CC1,3.02
CC(=O)Oc1ccccc1C(C)C,2.78
c1cc(-c2ccncc2)ccn1,1.28
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,4.74
NC(=O)c1ccc(Br)cc1,1.76
COC(C)=O,0.18
ClCC(Cl)Cl,1.89
Oc1cccc2ncccc12,1.85
CCc1ccccc1C,3.53
c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21,7.11
ClCCl,1.25
OCCc1ccccc1,1.36
COC(=O)c1ccccc1OC,2.04
C=CC(=C)CCC=C(C)C,4.17
CCCCCCCC/C=C/CCCCCCCC(=O)OC,7.45
O=CCc1ccccc1,1.78
CCCCCCCCCCO,4.57
Cc1ccccc1,2.73
O=[IH2]c1ccccc1,-1.61
OCC(O)COc1ccccc1,0.7
ClCCOCCCl,1.29
OCCCCO,-0.83
Clc1ccc(Cl)c(Cl)c1,4.02
c1ccc2c(c1)OCCO2,2.01
CCOc1ccccc1,2.51
C1CCCCC1,3.44
ClCc1ccc(Cl)cc1Cl,3.82
NC(=O)c1ccccc1Cl,0.64
CCc1ccccc1,3.15
Brc1ccc(-c2ccccc2)cc1,4.96
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,-3.7
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,3.52
Oc1ccc2ccc(O)cc2c1,1.9
Cc1ccc(-c2ccccc2)cc1,4.63
CC(=O)c1ccccc1C(=O)O,0.81
CCCCOCCOCCO,0.56
Brc1cccc(-c2ccccc2)c1,4.85
CC12CCC(O)CC1CCC1C2CCC2(C)C(c3coc(O)c3)C(O)CC12O,1.6
CC1OC(OC2CCC3(C=O)C4CCC5(C)C(c6coc(O)c6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,-0.48
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,3.88
CCCCc1ccc(O)cc1,3.65
CCc1ccccc1OCC(=O)O,2.53
NC(=O)c1ccccc1[N+](=O)[O-],-0.12
CC(=O)Nc1cccc(Br)c1,2.31
CCC1(CC)C(=O)NC(=S)NC1=O,1.5
CCOCCOCCO,-0.54
c1ccc2n[se]nc2c1,1.64
OCc1ccc2ccccc2c1,2.21
O=[N+]([O-])c1cccc(-c2ccccc2)c1,3.87
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,5.8
Cc1ccc2ccc3ccccc3c2c1,5.15
CN(C)c1ccc(C#N)cc1,2.2
O=NN(CCCl)C(=O)NCCCl,1.53
NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,0.66
Cc1ccnnc1,-0.32
Brc1nc(Br)c(Br)[nH]1,1.96
CN(C)/N=N/c1cccc(C(F)(F)F)c1,3.78
Cn1c(=O)[nH]c(=O)c2[nH]cnc21,-0.5
O=C1CCCCC1=C1CCCCC1,3.17
O=[N+]([O-])c1cc(Cl)ccc1O,2.46
N#Cc1c(Cl)cccc1Cl,2.74
COc1ccc2[nH]ccc2c1,2.06
c1cc2[nH]cnc2cn1,0.3
O=C(O)COc1ccc(C2CCCCC2)cc1,3.79
Cc1ccc2[nH]ccc2c1,2.68
CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,-0.27
NC(=O)c1ccc(O)cc1,0.33
NC(=O)c1ccccn1,0.15
O=C1Nc2ccc([N+](=O)[O-])cc2C1=O,0.47
OCc1cccnc1,-0.02
CCCCc1c(O)n(-c2ccc(O)cc2)n(-c2ccccc2)c1=O,2.72
O=C1C=CC(=O)C(Cl)=C1,0.84
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,5.21
C1C2CC3CC1CC(C2)C3,4.24
COc1cc2ccc(=NC(C)=O)c3c(c2c(OC)c1OC)CCC(=O)C(OC)C3,1.0
O=[N+]([O-])c1cc(F)ccc1F,1.86
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,1.35
CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OC,6.29
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,0.89
CCOC(=O)CCCO,0.43
CCOC(=O)C=Cc1ccc(O)c(O)c1,2.56
COC(=O)CC(=O)OC,-0.05
c1cncc(CN2CCCC2)c1,1.1
Oc1ccc2c(c1)OCC1c3cc4c(cc3OC21)OCO4,2.61
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,4.0
CCOc1cccc2cccnc12,2.25
O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,2.02
CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,2.8
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,4.15
Cc1oc2ccccc2c(=O)c1C,2.31
