,logP,smiles,Temperature,pH
5276,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],39.0,7.2
5278,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],39.0,6.42
5279,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],37.0,6.17
5282,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],39.0,7.3
5283,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],37.0,4.33
5284,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],37.0,5.43
5286,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],37.0,4.5
5287,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],39.0,6.65
5288,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],39.0,6.75
5289,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],39.0,7.25
5290,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],39.0,6.5
5291,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],37.0,4.73
5292,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],37.0,6.19
5293,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],39.0,5.0
5294,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],39.0,2.6
5295,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],39.0,0.1
5296,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],39.0,3.8
5297,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],39.0,2.2
5298,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],39.0,6.18
5299,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],37.0,3.89
5300,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],37.0,3.96
5301,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],37.0,3.26
5302,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],37.0,6.71
5303,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],37.0,5.85
5304,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],37.0,5.87
5305,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],37.0,6.44
5306,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],37.0,5.64
5307,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],37.0,6.5
5308,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],39.0,1.5
5309,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],37.0,6.64
5310,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],39.0,0.9
5311,1.01,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([H])[c]1[N]([H])[H],39.0,1.3
5319,2.85,[H][N]1[C](=[O])[C]([C]([H])([H])[C]([H])([H])[H])([C]([H])([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C](=[O])[N]([H])[C]1=[S],25.0,7.4
5322,2.85,[H][N]1[C](=[O])[C]([C]([H])([H])[C]([H])([H])[H])([C]([H])([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C](=[O])[N]([H])[C]1=[S],25.0,5.0
5324,2.85,[H][N]1[C](=[O])[C]([C]([H])([H])[C]([H])([H])[H])([C]([H])([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C](=[O])[N]([H])[C]1=[S],25.0,4.7
5325,2.85,[H][N]1[C](=[O])[C]([C]([H])([H])[C]([H])([H])[H])([C]([H])([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C](=[O])[N]([H])[C]1=[S],25.0,3.0
5326,2.85,[H][N]1[C](=[O])[C]([C]([H])([H])[C]([H])([H])[H])([C]([H])([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C](=[O])[N]([H])[C]1=[S],25.0,4.4
5327,2.1,[H][N]1[C](=[O])[N]([H])[C](=[O])[C]([C]([H])([H])[C]([H])([H])[H])([C]([H])([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[H])[C]1=[O],25.0,7.4
5336,2.1,[H][N]1[C](=[O])[N]([H])[C](=[O])[C]([C]([H])([H])[C]([H])([H])[H])([C]([H])([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[H])[C]1=[O],25.0,5.0
5337,2.1,[H][N]1[C](=[O])[N]([H])[C](=[O])[C]([C]([H])([H])[C]([H])([H])[H])([C]([H])([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[H])[C]1=[O],25.0,5.1
5338,2.1,[H][N]1[C](=[O])[N]([H])[C](=[O])[C]([C]([H])([H])[C]([H])([H])[H])([C]([H])([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[H])[C]1=[O],25.0,8.0
5342,2.07,[H][N]1[C](=[O])[N]([H])[C](=[O])[C]([C]([H])([H])[C]([H])([H])[H])([C]([H])([H])[C]([H])([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[C]1=[O],25.0,5.0
5350,2.1,[H][N]1[C](=[O])[N]([H])[C](=[O])[C]([C]([H])([H])[C]([H])([H])[H])([C]([H])([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[H])[C]1=[O],25.0,4.4
5359,2.07,[H][N]1[C](=[O])[N]([H])[C](=[O])[C]([C]([H])([H])[C]([H])([H])[H])([C]([H])([H])[C]([H])([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[C]1=[O],25.0,4.9
5361,2.1,[H][N]1[C](=[O])[N]([H])[C](=[O])[C]([C]([H])([H])[C]([H])([H])[H])([C]([H])([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[H])[C]1=[O],25.0,4.7
5365,2.07,[H][N]1[C](=[O])[N]([H])[C](=[O])[C]([C]([H])([H])[C]([H])([H])[H])([C]([H])([H])[C]([H])([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[C]1=[O],33.0,7.9
5368,0.99,[H][N]([H])[C](=[O])[N]([H])[C](=[O])[C]([C](=[O])[O][C]([H])([H])[C](=[O])[O][C]([H])([H])[H])([C]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[H],23.0,3.5
5374,2.3,[H][N]([c]1[n][c]([C]([H])([H])[H])[c]([C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c](=[O])[n]1[H])[C]([H])([H])[C]([H])([H])[H],22.0,7.84
5376,1.9,[H][n]1[c]([N]([C]([H])([H])[H])[C]([H])([H])[H])[n][c]([C]([H])([H])[H])[c]([C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]1=[O],25.0,7.58
5377,1.99,[H][N]([H])[C](=[O])[N]([H])[C](=[O])[C]([C](=[O])[O][C]([H])([C]([H])([H])[H])[C]([H])([H])[H])([C]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[H],23.0,3.5
5378,4.2,[H][c]1[c]([O][P](=[S])([O][C]([H])([H])[H])[O][C]([H])([H])[H])[n][c]([N]([C]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[H])[n][c]1[C]([H])([H])[H],30.0,5.2
5380,4.2,[H][c]1[c]([O][P](=[S])([O][C]([H])([H])[H])[O][C]([H])([H])[H])[n][c]([N]([C]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[H])[n][c]1[C]([H])([H])[H],20.0,7.3
5383,4.2,[H][c]1[c]([O][P](=[S])([O][C]([H])([H])[H])[O][C]([H])([H])[H])[n][c]([N]([C]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[H])[n][c]1[C]([H])([H])[H],30.0,9.3
5384,3.86,[H][O][C](=[O])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])=[C]([H])[H],30.0,4.2145
6134,1.18,[H][c]1[c]([H])[c]([H])[c]([C]([H])([H])[O][C](=[O])[n]2[c]([H])[c]([F])[c](=[O])[n]([H])[c]2=[O])[c]([H])[c]1[H],22.0,4.0
6136,1.11,[H][c]1[c]([H])[c]([H])[c]([O][C](=[O])[O][C]([H])([H])[n]2[c](=[O])[c]([F])[c]([H])[n]([H])[c]2=[O])[c]([H])[c]1[H],22.0,4.0
6147,2.05,[H][c]1[n][c](-[c]2[n][c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[n]2[C](=[O])[O][C]([H])([H])[H])[c]([H])[s]1,21.0,6.0
6183,3.2,[H][c]1[n][c]([Cl])[c]([H])[c]([N]([H])[C](=[O])[N]([H])[c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[c]1[H],21.0,6.4
6199,3.09,[H][O][c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1-[c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H],23.0,8.0
6200,3.09,[H][O][c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1-[c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H],23.0,10.3
6201,3.09,[H][O][c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1-[c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H],23.0,9.39
6204,3.09,[H][O][c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1-[c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H],23.0,8.75
6206,3.09,[H][O][c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1-[c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H],23.0,9.21
6207,3.09,[H][O][c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1-[c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H],23.0,9.1
6208,3.09,[H][O][c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1-[c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H],23.0,7.02
6209,3.09,[H][O][c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1-[c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H],23.0,10.71
6210,3.09,[H][O][c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1-[c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H],23.0,9.51
6212,3.09,[H][O][c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1-[c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H],23.0,6.06
6214,3.09,[H][O][c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1-[c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H],23.0,9.92
6216,3.09,[H][O][c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1-[c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H],23.0,8.37
6217,3.09,[H][O][c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1-[c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H],23.0,7.58
6218,3.09,[H][O][c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1-[c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H],23.0,9.73
6226,2.56,[H][O][C](=[O])[c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[H])[c]([Cl])[c]([H])[c]1[N]([H])[C]([H])([H])[c]1[o][c]([H])[c]([H])[c]1[H],25.0,2.53
6233,2.56,[H][O][C](=[O])[c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[H])[c]([Cl])[c]([H])[c]1[N]([H])[C]([H])([H])[c]1[o][c]([H])[c]([H])[c]1[H],25.0,3.57
6234,2.56,[H][O][C](=[O])[c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[H])[c]([Cl])[c]([H])[c]1[N]([H])[C]([H])([H])[c]1[o][c]([H])[c]([H])[c]1[H],25.0,4.0
6238,2.56,[H][O][C](=[O])[c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[H])[c]([Cl])[c]([H])[c]1[N]([H])[C]([H])([H])[c]1[o][c]([H])[c]([H])[c]1[H],25.0,1.22
6239,2.56,[H][O][C](=[O])[c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[H])[c]([Cl])[c]([H])[c]1[N]([H])[C]([H])([H])[c]1[o][c]([H])[c]([H])[c]1[H],25.0,4.6
6240,2.56,[H][O][C](=[O])[c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[H])[c]([Cl])[c]([H])[c]1[N]([H])[C]([H])([H])[c]1[o][c]([H])[c]([H])[c]1[H],25.0,6.08
6241,2.56,[H][O][C](=[O])[c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[H])[c]([Cl])[c]([H])[c]1[N]([H])[C]([H])([H])[c]1[o][c]([H])[c]([H])[c]1[H],25.0,4.34
6243,2.56,[H][O][C](=[O])[c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[H])[c]([Cl])[c]([H])[c]1[N]([H])[C]([H])([H])[c]1[o][c]([H])[c]([H])[c]1[H],25.0,6.28
6244,2.56,[H][O][C](=[O])[c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[H])[c]([Cl])[c]([H])[c]1[N]([H])[C]([H])([H])[c]1[o][c]([H])[c]([H])[c]1[H],25.0,3.0
6245,2.56,[H][O][C](=[O])[c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[H])[c]([Cl])[c]([H])[c]1[N]([H])[C]([H])([H])[c]1[o][c]([H])[c]([H])[c]1[H],25.0,6.7711
6249,0.5,[H][O][C](=[O])[c]1[c]([I])[c]([N]([H])[C](=[O])[C]([H])([H])[H])[c]([I])[c]([C]([H])([H])[N]([H])[C](=[O])[C]([H])([H])[H])[c]1[I],20.0,3.0
6252,0.5,[H][O][C](=[O])[c]1[c]([I])[c]([N]([H])[C](=[O])[C]([H])([H])[H])[c]([I])[c]([C]([H])([H])[N]([H])[C](=[O])[C]([H])([H])[H])[c]1[I],20.0,3.8
6254,0.5,[H][O][C](=[O])[c]1[c]([I])[c]([N]([H])[C](=[O])[C]([H])([H])[H])[c]([I])[c]([C]([H])([H])[N]([H])[C](=[O])[C]([H])([H])[H])[c]1[I],20.0,1.0
6255,0.5,[H][O][C](=[O])[c]1[c]([I])[c]([N]([H])[C](=[O])[C]([H])([H])[H])[c]([I])[c]([C]([H])([H])[N]([H])[C](=[O])[C]([H])([H])[H])[c]1[I],20.0,4.0
6256,0.5,[H][O][C](=[O])[c]1[c]([I])[c]([N]([H])[C](=[O])[C]([H])([H])[H])[c]([I])[c]([C]([H])([H])[N]([H])[C](=[O])[C]([H])([H])[H])[c]1[I],20.0,2.0
6257,0.5,[H][O][C](=[O])[c]1[c]([I])[c]([N]([H])[C](=[O])[C]([H])([H])[H])[c]([I])[c]([C]([H])([H])[N]([H])[C](=[O])[C]([H])([H])[H])[c]1[I],20.0,3.6
6281,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,9.45
6282,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,4.03
6284,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,5.29
6285,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,3.76
6286,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,9.35
6287,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,8.23
6288,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,3.29
6289,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,8.74
6291,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,3.6
6292,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,5.75
6294,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,8.57
6296,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,4.22
6297,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,8.59
6298,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,3.48
6299,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,8.51
6300,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,6.03
6301,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,9.63
6302,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,7.92
6303,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,7.0
6304,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,5.52
6305,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,10.33
6306,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,10.2
6307,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,5.22
6308,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,4.48
6309,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,4.74
6310,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,8.27
6312,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,9.24
6313,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,9.62
6314,0.29,[H][c]1[n][c]([H])[c]([C]([H])([H])[N]([H])[c]2[c]([C]#[N])[c](=[O])[n][c]([C]([H])([H])[H])[n]2[H])[c]([H])[c]1[H],25.0,4.95
6317,0.98,[H][c]1[c]([H])[c]([H])[c](-[c]2[n][c]3[c]([N]([H])[H])[n][c]([N]([H])[H])[n][c]3[n][c]2[N]([H])[H])[c]([H])[c]1[H],37.0,6.18
6320,0.98,[H][c]1[c]([H])[c]([H])[c](-[c]2[n][c]3[c]([N]([H])[H])[n][c]([N]([H])[H])[n][c]3[n][c]2[N]([H])[H])[c]([H])[c]1[H],37.0,6.47
6321,0.98,[H][c]1[c]([H])[c]([H])[c](-[c]2[n][c]3[c]([N]([H])[H])[n][c]([N]([H])[H])[n][c]3[n][c]2[N]([H])[H])[c]([H])[c]1[H],37.0,8.2535
6322,0.98,[H][c]1[c]([H])[c]([H])[c](-[c]2[n][c]3[c]([N]([H])[H])[n][c]([N]([H])[H])[n][c]3[n][c]2[N]([H])[H])[c]([H])[c]1[H],37.0,6.84
6323,0.98,[H][c]1[c]([H])[c]([H])[c](-[c]2[n][c]3[c]([N]([H])[H])[n][c]([N]([H])[H])[n][c]3[n][c]2[N]([H])[H])[c]([H])[c]1[H],37.0,5.27
6324,0.98,[H][c]1[c]([H])[c]([H])[c](-[c]2[n][c]3[c]([N]([H])[H])[n][c]([N]([H])[H])[n][c]3[n][c]2[N]([H])[H])[c]([H])[c]1[H],37.0,5.98
6325,0.98,[H][c]1[c]([H])[c]([H])[c](-[c]2[n][c]3[c]([N]([H])[H])[n][c]([N]([H])[H])[n][c]3[n][c]2[N]([H])[H])[c]([H])[c]1[H],37.0,4.93
