,smiles,logP
62181,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.27
62245,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,0.98
62259,OCC1OC(n2cnc3ncnc(O)c32)C(O)C1O,-2.1
62440,N#CCC(N)=C(C#N)C#N,-0.13
62487,c1ccc(COc2ccccc2)cc1,3.79
62515,COC(=O)c1cc2ccccc2[nH]1,2.45
62685,Clc1ccncc1,1.28
62703,O=C(O)c1ccc(O)c([N+](=O)[O-])c1,1.85
62706,N#Cc1ccc(C#N)cc1,0.93
63103,Clc1cc(Cl)c(Cl)c(Cl)c1,4.56
63420,Oc1ncnc2cn[nH]c12,-0.55
63830,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,1.31
63919,Cc1cccc2c1Cc1ccccc1-2,4.97
64172,CC1(c2ccccc2)C(=O)NC(=O)NC1=O,0.91
64200,O=C(Nc1ccccc1)NC1CCCCC1,2.77
64271,NC1CC1c1ccccc1,1.58
65312,O=S1(=O)C=Cc2ccccc21,0.88
65324,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,1.59
65465,CC(C)O[PH](=O)OC(C)C,0.45
65474,NC(=O)c1ccncc1,-0.28
65478,Cc1ccccc1C(OCCN(C)C)c1ccccc1,3.77
65686,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,5.25
65812,COc1ccc(C=O)cc1O,0.97
65888,c1ccc(-c2c[nH]nn2)cc1,1.91
65891,c1nc[nH]n1,-0.58
65994,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,3.02
66001,N=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1,-1.77
66008,Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,-0.55
66283,O=C(O)CNc1ccccc1,0.62
66307,O=[N+]([O-])c1ccc(Cc2ccncc2)cc1,2.88
66366,NC12CC3CC(CC(C3)C1)C2,2.44
66646,CCN=C=S,1.47
66694,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,1.88
66797,c1ccc2c(c1)[nH]c1cnccc12,3.17
67037,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,4.25
67256,CCO,-0.31
67260,CO,-0.77
67263,C=C1C(=O)OC2C1CCC(C)C1C=CC(=O)C12C,1.03
67267,C=C1C(=O)OC2C1CCC(C)C1(O)C=CC(=O)C21C,0.77
67405,Nc1ccc(C(=O)O)cc1I,2.36
67682,COc1ccc(C(C)C(=O)O)cc1,1.9
67847,CC12CCC3C(CCC4(O)CC(O)CCC34C=O)C1(O)CCC2C1=CC(=O)OC1,0.64
67910,CCCCCCc1ccccc1,5.52
68341,COc1ccc(N(C)C)cc1,1.42
68343,CNc1ccccc1[N+](=O)[O-],2.18
68592,c1ccc2c(c1)nnc1ccccc12,2.4
68733,Oc1cccc(F)c1,1.93
68735,NCCCc1ccccc1,1.83
68989,Cc1ccc2cc3ccccc3cc2c1,5.0
69075,Oc1ccc2[nH]ccc2c1,1.11
69076,c1cncc(C2CCCCN2)c1,0.97
69091,c1ccc2c(c1)ccc1[nH]c3ccc4ccccc4c3c12,6.4
69128,O=C(O)Cc1cccc(Cl)c1,2.09
69130,O=C(O)COc1cccc(O)c1,0.76
69138,O=C(O)CNC(=O)c1ccccc1O,0.95
69202,Oc1ccc2cccnc2c1,1.98
69344,N#Cc1cccc(C#N)c1,0.8
69524,Cn1ccnc1,-0.06
69573,N#CC(C#N)=NNc1cccc(Cl)c1,3.38
69708,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl,2.5
69711,COc1cccc(F)c1,2.36
69727,Fc1cc(F)c(F)c(F)c1F,2.53
69729,Fc1ccccc1CCl,2.67
69735,CC(=O)c1cccc(F)c1,1.77
69737,Oc1ccc(C(F)(F)F)cc1,2.82
69744,N#Cc1cccc(F)c1,1.47
69761,O=C(O)c1ccc(C(F)(F)F)cc1,3.1
69763,CC(=O)Nc1ccccc1C(F)(F)F,1.17
69767,Oc1ccccc1C(F)(F)F,2.8
69778,O=C(O)Cc1cccc(F)c1,1.65
70256,O=C(O)Cc1cc(O)ccc1O,0.86
70494,c1ccc2c(c1)Cc1c-2ccc2ccccc12,5.4
70495,c1ccc2c(c1)Cc1cc3ccccc3cc1-2,5.77
70497,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,5.78
70505,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,6.44
70506,c1ccc2cc3c(ccc4c5ccccc5ccc34)cc2c1,7.11
70508,Cc1ccc2c(ccc3ccccc32)c1,5.15
70523,c1ccc(-c2ccccn2)cc1,2.63
70529,Nc1ccc(Cl)c(Cl)c1Cl,3.33
70535,O=c1cccccc1O,0.53
70537,c1cncnc1,-0.4
70624,NNc1nncc2ccccc12,1.0
70894,CN,-0.57
70950,S=C=Nc1cccc2ccccc12,4.34
70951,Fc1ccc(C2=CCNCC2)cc1,2.37
70952,c1ccc(C2CCNCC2)cc1,2.39
71143,Clc1ccc2ccccc2c1Cl,4.42
71144,Clc1ccc(Cl)c2ccccc12,4.66
71174,c1ccc2c(c1)ccc1cc3ccc4ccccc4c3cc12,7.11
71177,c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34,7.71
71272,O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1,1.75
71295,Cc1ccc(-c2ccc(C)cc2)cc1,5.09
71463,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,7.64
71522,c1ccc2cc3cc4cc5ccccc5cc4cc3cc2c1,7.11
71534,c1ccc(-c2c3ccccc3cc3ccccc23)cc1,6.01
71810,CNC(=O)Oc1cccc(C)c1,1.7
71976,Oc1ccc(I)cc1,2.91
71996,CN(C)C,0.16
72000,CN(C)C(=O)N(C)C,0.19
72035,CC(C)NCC(O)COc1cccc2ccccc12,2.98
72039,OCc1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,3.27
72101,OC12CC3CC(CC(C3)C1)C2,2.14
72153,NCC(F)(F)F,0.24
72514,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,2.48
72652,COc1ccc2cc[nH]c2c1,2.06
73173,C=C1C(=O)OC2CC3(C)CCCC(C)C3=CC12,3.38
73425,Nc1c([N+](=O)[O-])cccc1[N+](=O)[O-],1.79
73680,CCCC(CCC)C(=O)O,2.75
73772,O=C(O)Cc1cccc([N+](=O)[O-])c1,1.45
73780,CC1=CC(=O)C(C)=C(C)C1=O,1.82
73793,Cc1ccc(C)c(C)c1C,4.0
73799,S=C=Nc1ccc2ccccc2c1,4.34
73842,CCCCC/C=C/C/C=C/CCCCCCCC(=O)OC,6.82
73844,CCCCCCCCCCCCCCCCCCCC(=O)O,9.29
73870,Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1O,-2.96
73904,OC(CBr)C(O)C(O)C(O)CBr,-0.24
73986,Cc1cccc(Nc2ccccc2C(=O)O)c1C,5.12
74359,c1ccc(C2CCCN2)cc1,1.89
74437,COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(OC(C)=O)CC43O)C2)OC(C)C1O,2.26
74584,CCC1(c2ccccc2)CCC(=O)NC1=O,1.9
75045,O=[N+]([O-])c1cc(-c2ccccc2)ccc1O,3.71
75089,Cn1c(=O)c2[nH]c(=O)[nH]c2n(C)c1=O,-0.52
75295,OC(C(F)(F)F)C(F)(F)F,1.66
75564,COC(=O)c1ccccc1F,1.82
75767,C[Si](C)(C)c1ccccc1,4.72
75905,Cc1cccnn1,-0.35
75910,ClCc1cccc(CCl)c1,2.72
75952,FC(F)(F)c1nc2ccccc2[nH]1,2.67
75982,ClC(Cl)(Cl)Cl,2.83
76007,CC12CC(O)C3C(CCC4(O)CC(O)CC(O)C34CO)C1(O)CCC2C1=CC(=O)OC1,-0.02
76111,ClC1CCCCC1Cl,3.18
76167,O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O,1.5
76273,CC(=O)Oc1ccccc1C(=O)Oc1ccccc1,2.88
76318,CCCN(CCC)CCC,2.79
76328,CCCCCCCc1ccccc1,5.37
76334,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,3.66
76683,NC(=O)CCCc1ccccc1,1.41
78004,Nc1ccccc1-c1ccccc1N,1.34
78565,CC(C)Cc1ccc(CC(=O)O)cc1,3.35
78572,CCOCC,0.89
79349,Cc1c2cnccc2c(C)c2c1[nH]c1ccccc12,4.8
79786,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,3.19
80283,C=CCNC(=O)NCC=C,0.64
80316,NC(=O)c1ccc(F)cc1,0.91
80321,COC(=O)c1ccc(F)cc1,2.28
80387,CC1(C)CCCC(C)(C)N1,2.15
80590,Cc1ccccc1C=O,2.26
81050,CN(C)CCC=C1c2ccccc2CCc2ccccc21,4.92
81687,O=[N+]([O-])c1ncc[nH]1,0.15
82207,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,0.91
82723,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,3.65
83009,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,1.27
83010,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C,3.86
83101,Cc1c(O)ccc(O)c1C,1.36
83154,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,1.9
83178,O=C(Nc1ccccc1)c1cccnc1,1.73
83339,O=C(O)Cc1cccc(C(=O)O)c1,1.14
83544,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,-1.3
83596,NCC(O)c1ccc(O)cc1,-0.9
83920,NC(=O)NCc1ccccc1,0.73
83966,Cc1cnc2ccccc2c1,2.53
84584,c1ccc2c(c1)ccc1c3ccc4ccccc4c3[nH]c21,6.4
84793,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,1.42
84794,COC(F)(F)C(Cl)Cl,2.21
84795,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,0.7
85033,CN(C)S(=O)(=O)c1ccc(N)cc1,0.67
85206,C1CN2CCC1CC2,1.38
85471,CCCC[Si](C)(C)C,4.2
86164,O=C(O)C1C2CCC(O2)C1C(=O)O,1.91
86732,CCCCNC(=N)NC(=N)N,-1.2
86823,Brc1c(Br)c(Br)c(Br)c(Br)c1Br,6.07
87329,COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,3.65
87545,CN(C)CCCN1c2ccccc2CCc2ccccc21,4.8
87546,CNCCCN1c2ccccc2CCc2ccccc21,4.9
87844,Nc1cc(Cl)c(Cl)c(Cl)c1,3.32
87970,CC(=O)NC(=O)NC(C)=O,-0.68
88240,Oc1cc(O)c2ccccc2c1,1.97
88906,O=C1c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2-c2c1cc([N+](=O)[O-])cc2[N+](=O)[O-],2.4
89558,CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.28
89802,CCC(=O)OC1(c2ccccc2)CCN(C)CC1C,2.83
89804,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,3.11
89986,c1ccc(-c2ccc3ccccc3n2)cc1,3.9
90609,S=C=NCc1ccccc1,3.16
90833,O=[N+]([O-])c1ccc(Cl)cc1[N+](=O)[O-],2.18
91340,CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,2.64
92028,CCC1(C(C)C)C(=O)NC(=O)NC1=O,0.97
92053,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,1.15
92101,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,3.23
93110,Cc1c[nH]c2ccccc12,2.6
93315,OCCCl,0.03
93352,CSc1ncnc2ncn(C3OC(CO)C(O)C3O)c12,0.09
93501,COc1cc(CC(N)C(=O)O)ccc1O,-2.54
93724,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,6.3
94329,COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,0.98
94571,COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1O,2.1
94853,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,0.87
95885,CCOC(=O)CCc1ccccc1,2.73
96340,O=C(O)c1c(F)cccc1F,1.59
96931,Cc1cc(=O)n2ccccc2n1,0.57
97479,CNC(=O)Oc1ccccc1,1.24
97765,CCCCOC(=O)c1ccc(N)cc1,2.87
98085,Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC1C2O,-2.96
98178,CC(O)(C(=O)O)c1ccccc1,0.8
98303,S=C=Nc1ccc(I)cc1,4.22
99725,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,3.44
99753,[O-][n+]1ccc(Cl)c2ccc(Cl)cc21,1.85
100026,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,1.83
100091,O=C(NC(=O)c1ccccc1)Nc1ccccc1,3.39
100113,CC1CCCCC1NC(=O)Nc1ccccc1,3.09
101071,BrCCCc1ccccc1,3.72
101088,CC(C)OC(=O)c1cc(O)c(O)c(O)c1,1.54
101453,COC(=O)CCCc1ccccc1,2.77
101932,COc1cccc(C(=O)O)c1O,1.94
102704,C=CC(=O)NCCN(C)C,-0.25
102809,CC(C)=O,-0.24
103707,CNS(=O)(=O)c1ccc(N)cc1,-0.01
103821,O=[N+]([O-])c1ccc2cccnc2c1,1.82
105894,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,2.05
106118,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,4.3
106484,c1ccncc1,0.65
107330,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,2.9
107751,FC(F)(F)C(Cl)Br,2.3
108615,COc1ccc(CC(C)N)cc1OC,1.2
109031,CCS(=O)(=O)CC,-0.59
109606,Cc1cccc2c1ccc1ccccc12,5.08
109986,COC(OC)OC,0.25
110799,COC(=O)CCCCC(C)=O,0.55
110844,CC(C)CC#N,1.07
110931,CC(=O)OC1CC2(O)C3CCC4CC(O)CCC4(C)C3CCC2(C)C1C1=CC(=O)OC1,1.93
112102,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,2.78
112370,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4.2
112693,NCCNC(=O)c1ccccc1,0.06
113050,O=C(O)c1c2ccccc2cc2ccccc12,3.85
114177,[O-][n+]1ccc2ccccc2c1,0.25
114755,COc1ccccc1Cl,2.68
115232,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,4.4
116148,CCCOP(OCCC)OCCC,2.26
116795,O=c1ssc2ccccc12,2.73
117006,OCc1ccccc1F,1.31
117015,OCCF,-0.67
117158,CCCCCCCCCCCCCCCCCCCCCC(=O)OC,10.2
117206,CP(C)c1ccccc1,2.57
117596,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,4.4
117662,O=[N+]([O-])c1ccc(C(F)(F)F)cc1,2.55
117981,O=c1c2ccccc2nc2n1CCC2,1.07
118654,c1ccc2c(c1)[nH]c1ccncc12,3.17
118665,NC(=O)c1ccc(C(F)(F)F)cc1,1.71
119931,CCNc1nc(NC(C)C)nc(SC)n1,2.98
119932,CCNc1nc(NC(C)C)nc(OC)n1,2.69
119933,CCNc1nc(Cl)nc(NC(C)C)n1,2.61
119934,CCN(CC)c1nc(Cl)nc(NC(C)C)n1,3.94
119935,COc1nc(NC(C)C)nc(NC(C)C)n1,2.99
119938,CCNc1nc(NCC)nc(SC)n1,2.8
120131,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,-0.77
120168,Cc1ccc2cccc([N+](=O)[O-])c2n1,1.99
120595,NCCN,-2.04
120607,Cc1ccc2c([N+](=O)[O-])cccc2n1,1.99
121546,NCCc1c[nH]c2ccccc12,1.55
121878,COc1ncccn1,0.23
121880,CCCCCC(O)/C=C/C1C(O)CC(=O)C1CCCCCCC(=O)O,3.2
121881,CCCCCC(O)/C=C/C1C(O)CC(=O)C1C/C=C/CCCC(=O)O,2.82
121971,CCCNC,0.84
121982,CCCCCCOC(N)=O,1.85
122490,O=C(O)COc1ccc([N+](=O)[O-])cc1,1.48
122497,CNCC(O)c1ccc(O)cc1,-0.45
123695,COc1cc(CC(C)N)cc(OC)c1OC,1.21
123758,CNC(=O)Oc1cccc2c1OC(C)(C)C2,2.32
124425,Cc1c(F)c(F)c(C(=O)O)c(F)c1F,3.15
124683,NCCCN1c2ccccc2Sc2ccc(Cl)cc21,4.47
124796,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,5.23
124810,NCCc1ccc(O)c(O)c1,-0.98
124991,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,2.24
125013,CCN(CC)CCCN1c2ccccc2Sc2ccc(Cl)cc21,6.46
125040,CCN(CC)CCOC(=O)c1ccc(N)cc1,1.92
125311,NC(=O)N1c2ccccc2C=Cc2ccccc21,2.45
125312,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,5.19
125320,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,3.91
125321,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,3.5
125358,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,4.69
125540,CC(=O)Nc1c(F)c(F)c(F)c(F)c1F,1.7
125851,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,3.17
126066,Nc1cccc2nc3ccccc3cc12,3.26
126319,COc1ccccc1OCC(O)COC(N)=O,0.61
126332,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.36
126335,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,3.3
126340,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,2.02
126342,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,3.03
126343,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,6.3
127168,CN(C)CC/C=C1/c2ccccc2CSc2ccccc21,4.49
127292,CCNC1C2CCC(C2)C1c1ccccc1,3.2
127896,Nc1ccc(CCO)cc1,0.1
128300,C=CC(=O)c1ccccc1,1.88
128556,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,5.19
129362,CC(C)(C)c1cccc(C(C)(C)C)n1,4.14
129487,C=Cc1ccc(C(=O)O)cc1,2.18
131111,CCCC[Sn](F)(CCCC)CCCC,3.15
131233,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,2.41
132140,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,5.9
132161,CC(=O)Nc1cccc(C)c1C,1.35
132401,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,4.63
132797,Nc1ccc(C(=O)O)c(F)c1,1.29
132881,CCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,4.81
132993,O=C(O)COc1cc(Cl)cc(Cl)c1,2.84
133097,CC(=O)Nc1cccc(Cl)c1F,1.83
133118,O=C(O)c1c(F)cccc1Cl,2.11
133183,CN(C)C(=O)Nc1ccc(F)cc1,1.13
134146,O=C(O)COc1cccc([N+](=O)[O-])c1,1.37
134566,CCCCN=C=S,2.92
135050,CN(C)c1ccc(N=C=S)cc1,3.96
135061,CNC(=O)N(C)c1ccccc1,1.02
135616,CC1Cc2c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,4.74
136759,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.56
137018,CS(=O)c1ccccc1,0.55
138012,NC(=O)Nc1ccccc1F,0.88
140849,CCOC(=O)CC(=O)CCc1ccccc1,2.52
141383,Nc1cccc2cc3ccccc3nc12,3.26
142423,Cn1ccc2ccccc21,2.72
144928,CCOC(=O)C(F)(F)F,1.18
145487,Ic1nc(I)c(I)[nH]1,2.78
145961,ONc1ccccc1,0.79
146581,Cc1ncc([N+](=O)[O-])n1C,0.31
146632,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,4.68
146837,OCC1OC(Oc2ccccc2)C(O)C(O)C1O,-0.75
147186,NS(=O)(=O)c1cccc([N+](=O)[O-])c1,0.55
147191,OCc1ccc(O)cc1,0.25
147429,NC(=O)CCc1ccccc1,0.91
147449,CCCCC1(CC)C(=O)NC(=O)NC1=O,1.73
148365,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,5.33
148366,COP(=S)(OC)SCSc1ccc(Cl)cc1,4.82
150387,C=C1C(=O)OC2CC3(C)CCCC(=C)C3CC12,3.42
150515,OCc1c2ccccc2cc2ccccc12,3.04
150934,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01
151316,Oc1cc(Cl)c(Cl)c(Cl)c1,4.01
152655,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,2.19
153355,OCC1CC1c1ccccc1,1.95
154316,CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,3.42
154829,c1ccc(-c2ncc[nH]2)cc1,1.88
155949,CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC21CCC(=O)O1,2.68
156076,NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O,0.93
156340,O=c1cc[nH]c2ccccc12,0.58
156905,FC(F)Oc1ccccc1,2.44
157173,OC(c1ccccc1)(C(F)(F)F)C(F)(F)F,3.41
157939,c1cnc2ncncc2n1,-0.58
158536,Oc1ccc2c3c1OC1C(O)C=CC4C(C2)NCCC341,-0.17
159316,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79
159696,O=C1Cc2ccccc2N1,1.16
160922,NNC(=O)c1ccnc(F)c1,-0.11
163710,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,2.39
166046,CC(=O)c1ccc(C(C)=O)cc1,1.34
167252,C=O,0.35
168145,CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCC341,1.58
169940,Cn1ccnc1[N+](=O)[O-],-0.17
169941,Cn1c(CO)cnc1[N+](=O)[O-],-0.35
170406,CCCCCCCOC(=O)c1ccc(O)cc1,4.83
171317,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,0.87
175438,Cn1cnc([N+](=O)[O-])c1Br,0.36
175451,NCC(CC(=O)O)c1ccc(Cl)cc1,-0.96
175932,Fc1cccc(F)n1,1.17
176697,CC(C)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)OCc1ccccc1)C(=O)O,2.43
176850,NC(CCCCNC=O)C(=O)O,-2.84
179334,BrC=C(Br)Br,3.2
179786,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,5.1
182156,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,2.62
184187,COC(=O)c1cc(O)c(O)c(O)c1,0.86
186318,COP(=O)(OC)O/C(C)=C/C(=O)N(C)C,-0.49
186319,CCS(=O)CCSP(=O)(OC)OC,-0.75
189060,NC(=O)c1cccc(O)c1,0.39
189295,CNC(=O)Oc1ccccc1OC(C)C,1.52
189297,CNC(=O)O/N=C\C(C)(C)SC,1.13
190781,c1cnccn1,-0.26
191023,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,2.72
191068,N#Cc1ccc(O)cc1,1.6
191084,Cc1c2ccccc2cc2ccccc12,5.07
191141,O=C1C=C(Cl)C(=O)c2ccccc21,2.29
191631,O=C1C=C(Br)C(=O)c2ccccc21,2.44
191644,Nc1cccc2c(N)cccc12,1.78
191647,C/C(=C\c1ccccc1)C(=O)O,2.6
191670,Oc1ccc(Cc2ccc(O)cc2)cc1,2.91
191770,Nc1ccncn1,-0.25
192359,Cn1ccc(=O)n(C)c1=O,-0.54
192525,NC(=O)C(Cl)Cl,0.19
192677,CC1=C(C)C(=O)C=CC1=O,1.23
193092,CCOC(=O)c1cc(O)c(O)c(O)c1,1.3
193473,CC(=O)Nc1ccc(C(F)(F)F)cc1,2.52
193819,Nc1nc(N)c2ccccc2n1,1.0
194017,CC(=O)OCc1ccc([N+](=O)[O-])cc1,1.73
194099,CCCCCCOCCOCCO,1.7
194197,O=[N+]([O-])c1ccccc1Br,2.52
194206,COC(=O)c1ccccc1OC(C)=O,1.46
194435,CC(=O)Oc1ccccc1Br,2.2
194463,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,1.98
194467,Cc1ccc(Cl)cc1,3.33
194510,Nc1ccc(Cl)cc1C(=O)O,1.57
194549,CC(C)(C)C1CCC(O)CC1,3.02
194729,CC(=O)Oc1ccccc1C(C)C,2.78
194758,c1cc(-c2ccncc2)ccn1,1.28
194788,CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,4.74
195106,NC(=O)c1ccc(Br)cc1,1.76
195382,COC(C)=O,0.18
195385,ClCC(Cl)Cl,1.89
196002,Oc1cccc2ncccc12,1.85
196004,CCc1ccccc1C,3.53
196234,c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21,7.11
196347,ClCCl,1.25
196470,OCCc1ccccc1,1.36
196474,COC(=O)c1ccccc1OC,2.04
196482,C=CC(=C)CCC=C(C)C,4.17
196499,CCCCCCCC/C=C/CCCCCCCC(=O)OC,7.45
196525,O=CCc1ccccc1,1.78
196529,CCCCCCCCCCO,4.57
196549,Cc1ccccc1,2.73
196685,O=[IH2]c1ccccc1,-1.61
196697,OCC(O)COc1ccccc1,0.7
196850,ClCCOCCCl,1.29
196898,OCCCCO,-0.83
196899,Clc1ccc(Cl)c(Cl)c1,4.02
196907,c1ccc2c(c1)OCCO2,2.01
196908,CCOc1ccccc1,2.51
197036,C1CCCCC1,3.44
197092,ClCc1ccc(Cl)cc1Cl,3.82
197095,NC(=O)c1ccccc1Cl,0.64
197103,CCc1ccccc1,3.15
197132,Brc1ccc(-c2ccccc2)cc1,4.96
197141,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,-3.7
197552,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,3.52
197609,Oc1ccc2ccc(O)cc2c1,1.9
197736,Cc1ccc(-c2ccccc2)cc1,4.63
197744,CC(=O)c1ccccc1C(=O)O,0.81
197826,CCCCOCCOCCO,0.56
197839,Brc1cccc(-c2ccccc2)c1,4.85
197871,CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)C(O)CC12O,1.6
197872,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,-0.48
197887,Oc1c(Cl)c(Cl)cc(Cl)c1Cl,3.88
197912,CCCCc1ccc(O)cc1,3.65
198025,CCc1ccccc1OCC(=O)O,2.53
198057,NC(=O)c1ccccc1[N+](=O)[O-],-0.12
